Time,Sub:1:Ln:1,Sub:1:Ln:1.1,Sub:1:Ln:1.2,Sub:1:Ln:1.3,Sub:1:Ln:1-11,Sub:1:Ln:1-11.1,Sub:1:Ln:1-11.2,Sub:1:Ln:1-11.3,Sub:1:Ln:1-11.4
105.7665,202.4011,-157.8893,38.3872,77.5896,60,190.9528,61.014,3.5787,-144.8007
105.7995,202.3943,-157.8061,37.7581,78.3398,60,190.9508,61.0146,2.4801,17.3177
105.8325,202.3953,-157.7422,37.0837,79.6573,60,190.9535,61.0133,103.8741,-176.7133
105.8665,202.4045,-157.6688,36.5585,79.5534,60,190.954,61.0143,634.2829,-171.7737
105.8995,202.3781,-157.6178,36.061,80.8147,60,190.9588,61.0143,592.1295,-170.7094
105.9325,202.3919,-157.5614,35.4376,81.479,60,190.9527,61.0136,595.8077,-171.0347
105.9665,202.404,-157.4913,35.2788,81.1903,60,190.9544,61.0137,598.1916,-170.8792
105.9995,202.3814,-157.4472,34.9393,82.5695,60,190.9543,61.0133,491.7579,-169.8345
106.0325,202.3896,-157.3994,35.0745,82.3458,60,190.9543,61.0129,39.995,-1.6263
106.0665,202.3855,-157.3499,34.7881,82.6923,60.001,190.9568,61.0138,6.0084,164.5606
106.0995,202.3727,-157.3148,34.3981,83.9253,60.001,190.9534,61.0135,1.195,-127.8412
106.1325,202.3774,-157.2715,34.4859,83.9308,60.001,190.9517,61.0129,1.2154,23.3509
106.1665,202.3769,-157.229,34.3624,84.3582,60.001,190.9565,61.0131,117.3621,-175.6631
106.1995,202.3769,-157.1851,34.4431,84.684,60.001,190.9486,61.0128,701.441,-171.5892
106.2325,202.3846,-157.1365,33.8575,84.1909,59.995,190.9573,61.0136,650.6982,-170.6624
106.2665,202.3692,-157.0966,34.3979,84.3683,59.993,190.9529,61.0141,655.4806,-170.9444
106.2995,202.3817,-157.0499,34.7444,84.0366,59.996,190.9531,61.013,657.8284,-170.8421
106.3325,202.3947,-156.9908,34.8569,83.3342,59.997,190.9543,61.0143,538.7156,-169.8831
106.3665,202.3983,-156.9288,35.1029,82.6698,59.998,190.9548,61.0141,45.5943,-0.4185
106.3995,202.4127,-156.8599,35.7518,82.0859,59.998,190.9553,61.014,6.7491,168.9599
106.4325,202.4287,-156.7902,36.1593,80.8567,59.998,190.9559,61.0132,1.2275,-116.8715
106.4665,202.4407,-156.7166,36.7863,80.7702,59.998,190.9533,61.0129,1.3882,14.0961
106.4995,202.4562,-156.6338,37.825,78.9046,59.999,190.9527,61.0128,125.5509,-174.6599
106.5325,202.4557,-156.5517,38.3444,78.7589,59.999,190.9564,61.0122,612.1796,-170.7216
106.5665,202.4624,-156.4722,38.3285,78.0736,59.999,190.9507,61.0128,55.7206,-1.6282
106.5995,202.4706,-156.3817,39.0516,77.2731,59.999,190.9551,61.0142,7.0301,157.5583
106.6325,202.4705,-156.2904,39.281,76.9523,59.999,190.9556,61.0144,2.5198,-145.4179
106.6665,202.4646,-156.1996,40.0514,77.1424,59.999,190.9569,61.0157,2.1246,18.2529
106.6995,202.4792,-156.0941,40.6779,76.1875,59.999,190.9527,61.0142,123.4155,-174.692
106.7325,202.479,-155.9879,40.8575,76.0066,59.999,190.954,61.0139,719.1234,-171.5176
106.7665,202.4833,-155.8873,41.475,75.6589,59.999,190.9532,61.0133,664.9986,-170.6988
106.7995,202.5065,-155.7674,41.8544,75.2098,59.999,190.9569,61.0123,670.676,-170.9477
106.8325,202.4951,-155.6519,41.8335,75.6598,59.999,190.9575,61.0143,672.8955,-170.8453
106.8665,202.4931,-155.5337,42.2075,75.1603,60,190.9555,61.0146,547.8342,-170.023
106.8995,202.514,-155.3984,42.6164,74.7636,60,190.9546,61.0148,48.5173,0.921
106.9325,202.5069,-155.2747,42.6894,75.0912,60,190.9559,61.0151,7.5647,171.7427
106.9665,202.519,-155.1445,42.8668,74.667,60,190.9535,61.0139,1.1506,-126.1062
106.9995,202.5135,-155.0109,43.3314,74.4931,60,190.956,61.0156,1.5193,22.7791
107.0325,202.5139,-154.8809,43.1065,74.5784,60,190.9551,61.0156,127.1397,-173.7357
107.0665,202.5335,-154.7332,43.5526,73.8718,60,190.9559,61.0142,604.5427,-170.7549
107.0995,202.5172,-154.6033,43.3705,74.682,60,190.9545,61.0138,57.0701,-0.2598
107.1325,202.5193,-154.4737,43.4672,74.5805,60,190.9525,61.0149,7.3009,165.4738
107.1665,202.5309,-154.3333,43.5252,74.7023,60,190.954,61.0149,2.4016,-148.1814
107.1995,202.5181,-154.2,42.9117,75.5294,60,190.956,61.0145,2.2193,15.5115
107.2325,202.5153,-154.063,42.9826,75.9692,60,190.9547,61.0156,126.6009,-173.7424
107.2665,202.5101,-153.9287,43.0881,76.0712,60,190.9538,61.0158,725.0526,-171.425
107.2995,202.5075,-153.7982,42.442,75.8884,60,190.954,61.0155,668.3248,-170.7362
107.3325,202.5055,-153.6705,42.5,76.684,60,190.957,61.0149,675.1542,-170.9348
107.3665,202.509,-153.5335,42.0506,77.0698,60,190.9523,61.0148,676.8232,-170.861
107.3995,202.4966,-153.3983,42.1424,77.2074,60,190.9533,61.0144,547.9011,-170.2551
107.4325,202.5034,-153.2634,42.1207,77.1861,60,190.9564,61.0147,50.0665,2.4679
107.4665,202.511,-153.1215,42.6372,76.7344,60,190.9497,61.0152,8.2151,176.5616
107.4995,202.493,-152.9991,42.4342,77.7535,60.001,190.9563,61.0151,0.5651,-129.8965
107.5325,202.5036,-152.867,41.8604,77.1678,60.001,190.9541,61.0156,1.347,17.2936
107.5665,202.5028,-152.7334,42.313,78.4076,60.001,190.9528,61.0154,129.2065,-173.1028
107.5995,202.5028,-152.6031,42.2126,77.5205,60.001,190.9544,61.0159,600.676,-170.8724
107.6325,202.4979,-152.4782,42.4598,77.8346,60.001,190.9541,61.0161,58.7311,1.4924
107.6665,202.492,-152.3621,42.1967,78.0918,60.001,190.9523,61.0151,7.8084,171.4518
107.6995,202.5012,-152.237,42.4619,77.3121,60.001,190.955,61.0146,1.8322,-141.8252
107.7325,202.4848,-152.1233,42.2111,78.212,60.001,190.9547,61.0153,2.0857,17.7606
107.7665,202.4781,-152.015,42.5633,77.837,60.001,190.9573,61.0156,128.845,-173.1477
107.7995,202.4746,-151.9026,42.8485,78.1543,60.001,190.954,61.0157,725.3248,-171.3806
107.8325,202.4693,-151.8048,42.6259,77.951,60.001,190.9564,61.0161,666.8342,-170.7366
107.8665,202.4788,-151.6919,42.979,77.5096,60,190.955,61.0159,674.1382,-170.9244
107.8995,202.4748,-151.5871,43.199,77.6522,60,190.9551,61.0165,675.7145,-170.8711
107.9325,202.4758,-151.4868,43.5828,77.3338,60,190.9543,61.0159,674.0798,-170.8517
107.9665,202.47,-151.3867,43.9158,76.9128,60,190.9568,61.0147,675.7156,-170.8425
107.9995,202.4758,-151.289,44.2732,76.74,60,190.953,61.0146,675.3611,-170.835
108.0325,202.4821,-151.1857,45.0829,75.9613,60,190.9542,61.0149,675.5152,-170.8195
108.0665,202.4717,-151.0935,45.2419,75.5066,60,190.9584,61.016,675.2562,-170.8081
108.0995,202.464,-151.0071,45.4971,75.7286,60,190.9573,61.0158,675.4333,-170.8031
108.1325,202.4645,-150.918,45.7697,75.4837,60,190.9528,61.0175,676.1405,-170.7821
108.1665,202.4576,-150.833,46.3179,74.8327,60,190.9544,61.017,676.269,-170.7814
108.1995,202.452,-150.7555,46.5047,75.1286,60,190.9524,61.0177,676.3715,-170.8004
108.2325,202.4558,-150.6715,46.4889,75.2816,60,190.9527,61.017,676.1639,-170.7824
108.2665,202.4392,-150.6044,46.4015,75.7832,60,190.9545,61.0169,676.4509,-170.7693
108.2995,202.4555,-150.5247,46.5736,75.2552,60,190.9512,61.0192,677.0853,-170.7914
108.3325,202.4508,-150.4446,46.6723,75.5755,60,190.9582,61.0194,677.3041,-170.7907
108.3665,202.4542,-150.3733,46.6929,76.0997,60,190.9537,61.0178,677.1733,-170.7846
108.3995,202.4634,-150.2938,46.8319,75.7362,60,190.9505,61.0179,677.0271,-170.7793
108.4325,202.4715,-150.2236,46.6021,76.1542,60,190.9522,61.0181,677.305,-170.7782
108.4665,202.4939,-150.1372,46.6186,75.9227,60,190.9535,61.0187,545.863,-170.5698
108.4995,202.4806,-150.0624,46.7533,75.9967,60,190.9572,61.0199,53.3093,5.1625
108.5325,202.4897,-149.9859,46.7136,76.2749,60,190.9575,61.0191,8.9581,-178.0461
108.5665,202.4863,-149.9169,46.338,76.3347,60,190.955,61.0198,0.4033,-120.8918
108.5995,202.4896,-149.8449,46.1796,76.8776,60,190.9571,61.0192,1.2351,17.2988
108.6325,202.5083,-149.7617,46.2666,76.6785,60,190.9559,61.0178,0.6321,-173.0231
108.6665,202.4858,-149.698,45.6135,77.8984,60,190.9563,61.018,0.232,-2.608
108.6995,202.504,-149.6263,45.4438,77.7555,60,190.956,61.0182,0.1232,-129.1516
108.7325,202.4996,-149.5435,45.2027,78.2313,60,190.9526,61.0177,0.1528,71.3645
108.7665,202.5063,-149.4694,44.3509,79.4045,60,190.9592,61.0175,0.1947,-73.2451
108.7995,202.5159,-149.3798,44.4944,79.6279,60,190.9547,61.019,0.0921,-25.4271
108.8325,202.4896,-149.31,43.3721,80.9389,60,190.9574,61.018,0.1071,28.0201
108.8665,202.5214,-149.2134,43.5351,80.6106,60,190.9553,61.0189,0.058,73.0259
108.8995,202.5109,-149.1165,43.0306,81.2093,60,189.7069,61.0126,0.0983,-41.0126
108.9325,202.5096,-149.0333,42.3726,82.1763,60,50.3702,60.697,0.2762,40.2765
108.9665,202.5279,-148.9303,42.2767,82.1163,60,14.5847,-119.2003,0.2236,62.8009
108.9995,202.5342,-148.826,42.034,82.6195,60,5.1257,60.8373,0.195,-125.1518
109.0325,202.5331,-148.7207,41.5473,83.0634,60,1.6923,-119.0678,0.1487,2.5748
109.0665,202.5505,-148.6093,41.4209,83.6397,60,0.494,61.3342,0.0552,-164.9403
109.0995,202.5498,-148.5036,40.9936,84.1191,60,0.1311,-118.0688,0.1364,-53.6925
109.1325,202.5463,-148.3974,40.6297,85.1033,60,0.0265,62.6422,0.0383,-10.9457
109.1665,202.5527,-148.2835,39.8618,85.7064,60,0.0013,151.6999,0.0553,-178.9962
109.1995,202.5443,-148.1624,39.6755,86.2085,60,0.0041,-45.8564,0.1247,30.9711
109.2325,202.5404,-148.0515,39.0654,87.0496,60,0.0026,-23.2541,0.0625,-103.213
109.2665,202.5637,-147.9158,39.7103,87.3153,60,0.004,-104.8433,0.0069,60.5305
109.2995,202.5532,-147.7842,38.7871,87.1453,60,0.0036,161.5209,0.0864,27.9011
109.3325,202.549,-147.6627,38.8214,87.897,60,0.0026,-83.2877,0.1296,-8.5759
109.3665,202.5569,-147.5214,38.9054,88.2578,60,0.0014,142.7861,0.0667,-137.1477
109.3995,202.5626,-147.3749,38.5131,88.9016,60,0.0005,-47.3477,0.1448,2.0642
109.4325,202.58,-147.2247,38.6357,88.3451,60,0.0037,-94.1247,0.0861,-124.2107
109.4665,202.573,-147.0791,38.5925,88.9489,60,0.001,-100.5685,0.1878,165.3684
109.4995,202.5762,-146.9386,38.4221,89.2441,60,0.0024,-46.4099,0.1431,48.017
109.5325,202.5813,-146.7808,38.6027,88.9732,60,0.0019,-173.3045,0.1683,134.1092
109.5665,202.5739,-146.626,38.6215,89.8703,60,0.002,-158.9094,0.2318,-176.1719
109.5995,202.5693,-146.4741,38.3457,90.0649,60,0.0013,147.4318,0.2414,49.3902
109.6325,202.5694,-146.318,38.1425,90.2914,60,0.0044,-44.8395,0.1201,40.2802
109.6665,202.5636,-146.1631,38.1478,90.9789,60,0.0013,-68.172,0.1492,48.2392
109.6995,202.5695,-146.0022,38.077,90.9796,60,0.0006,-30.7378,0.1155,0.5219
109.7325,202.5747,-145.8407,37.8795,91.62,60,0.0028,125.9764,0.074,-128.4162
109.7665,202.5761,-145.6711,38.3857,91.1475,60,0.0051,-1.5796,0.1281,-48.3445
109.7995,202.5824,-145.4944,38.4149,90.3568,60,0.0012,-110.8866,0.0832,96.7045
109.8325,202.5844,-145.3174,38.6071,90.6002,60,0.0004,-91.1486,0.0777,59.3564
109.8665,202.5935,-145.1408,39.0889,90.2205,60,0.002,-175.754,0.1438,-74.1356
109.8995,202.5956,-144.9564,39.3137,89.5447,60,0.0031,-168.2948,0.1138,-23.3844
109.9325,202.5975,-144.765,39.7072,89.2019,60,0.0025,-105.1153,0.193,123.404
109.9665,202.6025,-144.5783,40.1832,89.1542,60,0.002,36.2929,0.0087,28.7296
109.9995,202.611,-144.3884,40.6958,88.9505,60,0.0019,-170.5729,0.1656,-67.1736
110.0325,202.6105,-144.1984,40.7312,87.926,60,0.0026,-74.5658,0.0522,-103.2192
110.0665,202.6058,-144.008,41.1965,88.6039,60,0.0034,-128.2467,0.1658,-152.7636
110.0995,202.5951,-143.8256,41.1936,88.6853,60,0.0025,-134.4876,0.0787,-141.8339
110.1325,202.6128,-143.627,41.3927,88.0791,60,0.0046,35.848,0.2524,-179.3138
110.1665,202.6136,-143.4277,42.0449,88.2061,60,0.0037,60.9675,0.0837,160.4943
110.1995,202.6091,-143.2331,42.2237,88.1492,60,0.0017,62.9438,0.0982,65.5419
110.2325,202.6108,-143.038,42.101,88.577,60,0.0035,-122.7239,0.0989,-174.3124
110.2665,202.6232,-142.826,42.3982,88.1418,60,0.0047,-142.7597,0.0176,60.7573
110.2995,202.6194,-142.6125,42.953,88.379,60,0.0043,-154.7029,0.0569,-167.598
110.3325,202.6162,-142.4011,43.3974,87.8329,60,0.0011,8.2627,0.2006,51.9432
110.3665,202.6186,-142.1837,43.7955,87.2479,60,0.0005,-150.218,0.1731,88.0763
110.3995,202.6196,-141.9765,43.5516,87.9989,60,0.0025,81.3984,0.3088,44.5789
110.4325,202.6222,-141.758,43.8874,87.9763,60,0.0017,-51.0686,0.2047,94.4393
110.4665,202.6275,-141.5323,44.1059,87.3813,60,0.0044,68.7564,0.1446,-22.5396
110.4995,202.6219,-141.3171,44.2634,88.0612,60,0.0029,145.5276,0.2558,12.6493
110.5325,202.6386,-141.0927,44.2628,87.7598,60,0.0018,-112.0977,0.177,74.8805
110.5665,202.6208,-140.8768,44.4496,88.2831,60,0.0012,151.3035,0.1781,-38.5846
110.5995,202.6316,-140.6495,44.3178,88.3307,60,0.0024,-89.4005,0.1686,-48.7464
110.6325,202.6356,-140.4173,44.6168,88.451,60,0.0024,-54.2542,0.2075,127.2485
110.6665,202.6247,-140.2009,44.522,88.8431,60,0.003,30.5832,0.1083,-121.88
110.6995,202.6215,-139.9778,44.6271,88.9106,60,0.0006,110.0346,0.277,88.8222
110.7325,202.6078,-139.7472,44.4332,89.1297,60,0.0037,-150.1576,0.1074,-30.6555
110.7665,202.5922,-139.5324,44.1479,89.5513,60,0.0029,-60.8905,0.0192,-164.3338
110.7995,202.589,-139.3133,44.4304,89.3586,60,0.0022,113.8164,0.0523,140.7889
110.8325,202.601,-139.0807,44.8331,89.0435,60,0.0032,108.6159,0.2149,148.2848
110.8665,202.5921,-138.852,44.5098,89.9682,60,0.0049,-30.702,0.1069,88.2064
110.8995,202.596,-138.6271,44.6197,90.1279,60,0.0077,-128.3981,0.1416,-30.6647
110.9325,202.6064,-138.3975,44.5996,89.3573,60,0.0007,11.055,0.0399,-71.2993
110.9665,202.5964,-138.1763,44.5152,90.4429,60,0.0013,96.5653,0.2052,41.9724
110.9995,202.6048,-137.9499,44.5563,90.2472,60,0.0022,13.8031,0.1171,-32.4217
111.0325,202.5995,-137.7307,44.3323,90.7362,60,0.0007,120.4784,0.0872,-37.0387
111.0665,202.5929,-137.5208,44.2508,91.3221,60,0.0008,152.3212,0.1877,-26.4967
111.0995,202.589,-137.3067,44.1154,91.66,60,0.0028,88.1748,0.2381,-74.0411
111.1325,202.5673,-137.0985,43.9897,91.7847,60,0.0019,76.3096,0.0604,178.3286
111.1665,202.5489,-136.9,43.6691,92.4049,60,0.0018,134.0108,0.0605,148.0708
111.1995,202.5397,-136.6994,43.7302,92.0202,60,0.0039,46.0987,0.1543,12.8982
111.2325,202.531,-136.4971,43.8053,92.7383,60,0.0018,77.965,0.2548,29.1264
111.2665,202.5201,-136.303,43.5245,92.8239,60,0.0009,3.3359,0.2236,153.1611
111.2995,202.5251,-136.1021,44.0245,92.5449,60,0.0012,-16.606,0.0824,-159.5762
111.3325,202.5269,-135.9031,44.0697,92.6798,60,0.0047,-174.3579,0.1361,-144.455
111.3665,202.5268,-135.7083,44.3411,92.5264,60,0.0023,-175.9905,0.1708,82.8951
111.3995,202.5384,-135.508,45.1178,92.2197,60,0.0008,-111.7181,0.0812,-103.899
111.4325,202.5317,-135.3171,44.8134,92.0911,60,0.0035,-137.8934,0.1242,-38.9831
111.4665,202.5418,-135.1299,45.5088,91.8936,60,0.0045,-74.5985,0.113,-55.5348
111.4995,202.5402,-134.9628,45.5836,91.9926,60,0.0045,-18.6695,0.3016,-9.4106
111.5325,202.5301,-134.7849,45.9378,92.3307,60,0.0029,146.439,0.1854,2.8334
111.5665,202.5429,-134.5988,46.1129,91.6833,60,0.0012,-75.949,0.1264,98.7282
111.5995,202.5281,-134.4274,46.2622,91.8008,60,0.0028,-49.5373,0.2068,1.7723
111.6325,202.5101,-134.267,45.8389,92.3534,60,0.0023,-53.8562,0.0178,-148.8421
111.6665,202.5118,-134.0848,46.2115,91.8433,60,0.0025,-129.2421,0.1249,110.1117
111.6995,202.4918,-133.9227,46.1037,92.3466,60,0.002,-153.0598,0.1359,36.3997
111.7325,202.4905,-133.7597,46.2634,92.7748,60,0.0018,-38.1953,0.2804,-72.0025
111.7665,202.4923,-133.5845,46.5237,92.4806,60,0.001,-35.5767,0.1443,154.1816
111.7995,202.4649,-133.4277,46.1729,92.4811,60,0.0014,160.1375,0.2067,87.1832
111.8325,202.4644,-133.2685,46.2302,92.572,60,0.0005,-147.9656,0.1203,-111.876
111.8665,202.4698,-133.0965,46.67,92.4659,60,0.0014,-136.2363,0.0353,-25.2646
111.8995,202.4678,-132.9337,46.435,92.6514,60,0.0025,-1.8544,0.0819,46.6701
111.9325,202.4697,-132.7712,46.6817,93.0971,60,0.0026,167.8089,0.069,-5.856
111.9665,202.457,-132.6151,46.491,92.7631,60,0.0038,131.228,0.0652,62.5824
111.9995,202.4561,-132.4605,46.3338,93.1444,60,0.0017,-111.8715,0.1433,-118.6471
112.0325,202.4541,-132.3065,46.7085,93.1134,60,0.005,16.3088,0.099,3.4599
112.0665,202.4528,-132.1489,46.8442,93.8558,60,0.001,-17.4502,0.0718,18.8229
112.0995,202.4437,-132.0025,46.5153,94.3631,60,0.0011,145.5931,0.2512,51.5056
112.1325,202.4433,-131.8559,46.0725,94.1934,60,0.0019,-123.1716,0.1825,140.6264
112.1665,202.4453,-131.7071,46.062,94.2722,60,0.0011,-122.1614,0.0518,-47.9059
112.1995,202.4349,-131.5713,45.5195,95.1862,60,0.0022,-125.9474,0.1992,-126.4169
112.2325,202.4616,-131.4136,45.6402,95.107,60,0.0031,-173.5944,0.1373,-44.2403
112.2665,202.4512,-131.2643,45.8128,95.455,60,0.0007,52.6672,0.167,89.4387
112.2995,202.4498,-131.1286,45.3996,95.7769,60,0.0009,-173.6167,0.1694,134.1411
112.3325,202.4561,-130.9755,45.4336,95.8791,60,0.0033,9.569,0.1514,76.4188
112.3665,202.4518,-130.8342,44.9452,96.507,60,0.0017,-155.6393,0.3227,54.6681
112.3995,202.4699,-130.6813,45.4439,95.76,60,0.0006,-178.2991,0.1327,124.7067
112.4325,202.4646,-130.5364,45.0059,96.7255,60,0.0027,-9.1715,0.2263,-48.8796
112.4665,202.4635,-130.3958,44.6028,97.2456,60,0.0032,-82.1178,0.1346,12.1083
112.4995,202.4701,-130.2475,44.553,97.4765,60,0.0028,89.5483,0.0515,-179.0119
112.5325,202.474,-130.0983,44.5972,97.5016,60,0.003,-146.0093,0.2365,88.7344
112.5665,202.4726,-129.954,44.5679,97.7914,60,0.0035,148.8434,0.0555,162.7594
112.5995,202.4769,-129.8016,44.4672,97.8844,60,0.0022,95.8395,0.1023,-102.7117
112.6325,202.4723,-129.6493,44.2748,98.4304,60,0.0033,-119.5188,0.2649,-143.7569
112.6665,202.4766,-129.5065,44.2053,98.9777,60,0.003,147.9181,0.1352,93.6911
112.6995,202.479,-129.3532,44.1328,99.1737,60,0.003,-95.3874,0.1394,76.7449
112.7325,202.4802,-129.2012,43.985,99.3735,60,0.003,170.6135,0.1186,-66.0057
112.7665,202.4861,-129.0554,44.0054,99.6143,60,0.0035,-46.104,0.1366,-40.4411
112.7995,202.4775,-128.9056,43.3929,100.4135,60,0.0027,116.67,0.2763,74.1492
112.8325,202.4778,-128.7537,43.0012,100.9947,60,0.0018,107.1578,0.0856,-136.618
112.8665,202.4884,-128.5916,42.9887,100.9179,60,0.0035,-102.9332,0.0483,176.9279
112.8995,202.477,-128.4444,42.5343,101.5487,60,0.0016,174.8868,0.2277,33.799
112.9325,202.4841,-128.2884,42.3784,102.2721,60,0.0018,137.6032,0.233,6.0986
112.9665,202.4914,-128.1235,42.188,102.5274,60,0.0035,61.8735,0.1016,-171.9513
112.9995,202.4847,-127.9701,41.5606,103.1205,60,0.0033,-157.2715,0.2236,-2.0929
113.0325,202.498,-127.8084,41.3355,103.4905,60,0.0029,-146.4341,0.0838,-25.9724
113.0665,202.4909,-127.6477,41.332,104.2504,60,0.0023,18.0166,0.2168,-176.8847
113.0995,202.4945,-127.4835,41.0755,104.4282,60,0.0036,-158.7838,0.2223,-49.0987
113.1325,202.5053,-127.3121,40.9659,104.375,60,0.0033,-155.3493,0.0341,-118.168
113.1665,202.5051,-127.146,41.1178,104.6766,60,0.0023,-102.6286,0.1165,74.7485
113.1995,202.5058,-126.975,41.1485,104.7908,60,0.0037,83.5781,0.2164,59.704
113.2325,202.5108,-126.8012,41.0973,104.7731,60,0.0049,-96.381,0.0676,12.3683
113.2665,202.5112,-126.6268,41.2639,105.5288,60,0.0021,24.3092,0.2138,-113.9353
113.2995,202.5135,-126.4512,41.2149,105.531,60,0.0027,105.4369,0.0872,62.2839
113.3325,202.5095,-126.2788,41.259,105.5424,60,0.0011,2.1515,0.0771,20.4502
113.3665,202.5235,-126.0988,41.2901,105.668,60,0.0028,-106.7404,0.0672,171.2104
113.3995,202.5271,-125.9151,41.4829,105.9145,60,0.0015,2.2114,0.1955,-13.9286
113.4325,202.5283,-125.7393,41.7364,105.9923,60,0.0024,49.271,0.0166,76.0966
113.4665,202.5463,-125.5505,41.5579,105.7023,60,0.0042,59.6102,0.0461,156.5426
113.4995,202.527,-125.3648,41.4478,105.8638,60,0.0046,179.2784,0.1095,17.09
113.5325,202.5239,-125.1812,41.3759,106.2192,60,0.0027,-133.7579,0.0579,-69.3532
113.5665,202.5312,-124.9885,41.5554,105.8879,60,0.0017,-140.5531,0.0872,-37.4659
113.5995,202.5373,-124.7939,41.5319,106.1386,60,0.0003,12.0728,0.1027,132.1906
113.6325,202.5322,-124.5966,42.1273,105.8204,60,0.0031,-1.2233,0.1543,-76.4484
113.6665,202.528,-124.4027,42.2559,106.147,60,0.0006,22.2745,0.1211,-81.0159
113.6995,202.5517,-124.1941,42.6483,105.7863,60,0.0012,-78.6503,0.0975,-103.2072
113.7325,202.5383,-123.9927,42.7809,106.2468,60,0.0015,-59.1002,0.0626,-46.9488
113.7665,202.5358,-123.792,42.8399,106.1957,60,0.0048,-144.2186,0.2166,-62.1961
113.7995,202.5412,-123.584,42.717,105.9985,60,0.0005,149.7541,0.1886,-33.1183
113.8325,202.5468,-123.3795,43.102,105.9503,60,0.0027,109.4811,0.0958,157.4346
113.8665,202.5563,-123.1644,43.2921,106.0405,60,0.0038,-147.3858,0.0968,-170.0802
113.8995,202.5356,-122.9646,43.2533,106.7491,60,0.0028,119.6616,0.138,128.5419
113.9665,202.5516,-122.549,43.4162,106.9277,60,0.003,81.3185,0.4233,15.2367
113.9995,202.547,-122.3473,43.3738,107.202,60,0.0037,10.661,0.1011,-37.5472
114.0325,202.5574,-122.1276,43.429,107.1827,60,0.0033,-7.9622,0.1813,-133.4708
114.0665,202.5583,-121.9158,43.4525,107.5686,60,0.0012,111.1682,0.2086,-157.8476
114.0995,202.5692,-121.7004,43.7231,107.4019,60,0.002,-156.4149,0.048,97.6619
114.1325,202.5672,-121.4843,43.7951,107.444,60,0.4017,59.001,0.2263,-174.8702
114.1665,202.5688,-121.2668,43.5945,107.2364,60,128.1485,58.3865,37.8044,58.6563
114.1995,202.5671,-121.0498,44.0233,107.6136,60,217.6546,58.372,65.2694,58.8992
114.2325,202.5758,-120.8269,44.4538,107.2171,60,193.3308,58.3753,58.0876,59.0737
114.2665,202.5857,-120.5975,43.9928,107.6004,60,201.1338,58.3747,60.365,58.8535
114.2995,202.5665,-120.3832,44.0394,108.5735,60,198.8232,58.3757,59.5949,58.6193
114.3325,202.5852,-120.1533,43.9331,108.5309,60,199.4177,58.3752,59.7187,58.8394
114.3665,202.5794,-119.9281,44.1334,109.1031,60,199.29,58.3745,59.7355,58.797
114.3995,202.5619,-119.7126,43.7834,109.877,60,199.309,58.3754,59.4177,58.9183
114.4325,202.5613,-119.4824,43.6901,110.4531,60,199.3169,58.3744,59.4468,58.9058
114.4665,202.5536,-119.2582,43.2215,111.1245,60,199.3123,58.3739,59.6491,58.6526
114.4995,202.558,-119.0341,42.8602,111.8488,60,199.3109,58.3742,59.7177,58.9505
114.5325,202.5704,-118.7967,43.0236,111.8342,60,199.3106,58.3735,59.6827,59.0494
114.5665,202.5643,-118.5573,42.5395,111.9688,60,199.3093,58.3746,59.6485,58.8222
114.5995,202.5639,-118.3202,42.2804,112.6319,60,199.3115,58.373,59.5285,58.8675
114.6325,202.5795,-118.0753,42.2957,112.6401,60,199.3142,58.3748,59.6974,58.8049
114.6665,202.576,-117.8343,42.2282,112.8174,60,199.3141,58.3746,59.5766,58.9389
114.6995,202.5999,-117.5739,42.2227,113.0194,60,199.3094,58.3726,59.8731,58.785
114.7325,202.5871,-117.3225,42.0229,113.443,60,199.3125,58.3742,59.6059,58.9093
114.7665,202.5894,-117.0815,42.1739,113.8913,60,199.3095,58.3728,59.6032,58.8984
114.7995,202.5984,-116.8202,42.4997,113.7704,60,199.3121,58.3728,59.7078,58.9213
114.8325,202.5765,-116.5792,41.852,114.8839,60,199.3132,58.3733,59.6325,58.8782
114.8665,202.596,-116.3228,41.5361,114.946,60,199.3087,58.3745,59.7002,58.9049
114.8995,202.5878,-116.0722,41.4917,115.628,60,199.3107,58.3727,59.6305,58.7137
114.9325,202.5845,-115.8276,41.0698,116.3427,60,199.3099,58.374,59.6948,58.7554
114.9665,202.5881,-115.5703,40.7075,116.7194,60,199.3154,58.3736,59.6785,58.884
114.9995,202.5842,-115.337,40.1877,117.9715,60,199.3157,58.3738,59.5765,58.9193
115.0325,202.5937,-115.1013,39.6568,118.2239,60,199.313,58.374,59.8912,58.9209
115.0665,202.5768,-114.8768,38.3545,120.3228,60,199.3129,58.3738,59.7177,58.7475
115.0995,202.5851,-114.6539,37.6457,121.3289,60,199.3118,58.3745,59.4583,58.6997
115.1325,202.5954,-114.4293,37.0107,122.6862,60,199.3022,58.3763,59.7631,58.7608
115.1665,202.5963,-114.2278,35.5314,124.1404,60,194.2741,58.4192,21.561,58.96
115.1995,202.5973,-114.0288,34.344,126.5837,60,190.1338,58.3661,5.6003,-121.5088
115.2325,202.599,-113.8381,32.9557,129.5047,60,191.2105,58.378,1.627,63.6809
115.2665,202.5987,-113.6495,32.1433,131.973,60,190.8721,58.3745,0.6392,-119.2913
115.2995,202.5812,-113.4804,30.5195,135.8439,60,190.9729,58.3758,0.276,12.7596
115.3325,202.5971,-113.3093,29.3653,139.1663,60,190.9486,58.3741,0.0765,-84.9489
